customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C2732,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,84.45,1773.45,No
C2733,Female,0,Yes,Yes,53,No,No phone service,No,Yes,Yes,Yes,No internet service,No,No internet service,One year,No,Electronic check,45.74,2424.22,No
C2734,Female,1,No,No,35,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,101.81,3563.35,No
C2735,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.77,1345.41,No
C2736,Female,1,No,Yes,11,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,56.09,616.99,No
C2737,Male,1,Yes,Yes,39,Yes,No,No,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),87.03,3394.17,Yes
C2738,Male,1,Yes,No,69,Yes,No,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.69,5153.61,Yes
C2739,Male,0,Yes,No,53,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,30.24,1602.72,Yes
C2740,Male,0,Yes,No,32,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),40.98,1311.36,No
C2741,Female,0,No,No,22,Yes,No phone service,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,108.36,2383.92,No
C2742,Male,0,No,Yes,25,Yes,No,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.86,2971.5,No
C2743,Male,0,No,No,1,No,No phone service,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.79,88.79,Yes
C2744,Male,0,Yes,Yes,2,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,Two year,No,Mailed check,19.0,38.0,Yes
C2745,Female,0,No,Yes,55,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,93.83,5160.65,No
C2746,Female,0,Yes,Yes,60,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),83.57,5014.2,Yes
C2747,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),60.01,4140.69,No
C2748,Female,0,Yes,Yes,45,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),41.26,1856.7,Yes
C2749,Female,0,Yes,No,66,Yes,No phone service,No,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,34.9,2303.4,Yes
C2750,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,26.52,769.08,No
C2751,Female,0,Yes,Yes,18,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,83.21,1497.78,No
C2752,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,52.4,890.8,Yes
C2753,Male,1,No,No,17,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,70.84,1204.28,No
C2754,Female,0,No,Yes,53,Yes,No phone service,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,71.57,3793.21,No
C2755,Male,0,Yes,No,0,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.94,0.0,Yes
C2756,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),78.64,5347.52,No
C2757,Female,0,Yes,No,55,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,70.95,3902.25,No
C2758,Female,0,No,No,27,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),33.82,913.14,Yes
C2759,Female,0,No,Yes,50,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Mailed check,20.76,1038.0,No
C2760,Male,1,Yes,Yes,9,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,76.77,690.93,Yes
C2761,Male,1,Yes,No,31,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,61.17,1896.27,Yes
C2762,Male,1,Yes,Yes,7,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,59.83,418.81,No
C2763,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,61.87,494.96,Yes
C2764,Female,0,Yes,Yes,0,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,29.58,0.0,No
C2765,Female,1,Yes,Yes,57,No,Yes,No,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),36.29,2068.53,No
C2766,Female,0,No,No,53,Yes,Yes,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,85.54,4533.62,No
C2767,Male,0,No,Yes,64,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,70.41,4506.24,No
C2768,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,One year,No,Electronic check,80.19,5613.3,Yes
C2769,Male,0,Yes,No,69,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,31.19,2152.11,No
C2770,Male,0,Yes,No,71,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,101.04,7173.84,No
C2771,Male,0,Yes,No,1,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No,One year,No,Electronic check,56.01,56.01,No
C2772,Male,0,Yes,No,56,Yes,No phone service,No,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),80.53,4509.68,Yes
C2773,Male,0,Yes,Yes,52,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),65.5,3406.0,Yes
C2774,Female,0,Yes,No,11,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),65.77,723.47,Yes
C2775,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,97.42,876.78,Yes
C2776,Male,0,Yes,No,70,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),29.26,2048.2,No
C2777,Male,1,No,No,63,Yes,No,No,No internet service,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),25.63,1614.69,No
C2778,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),28.31,651.13,No
C2779,Female,0,No,No,5,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,119.52,597.6,No
C2780,Male,0,Yes,Yes,24,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,112.57,2701.68,No
C2781,Male,0,Yes,Yes,0,Yes,No phone service,No,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),89.46,0.0,No
C2782,Male,1,No,No,49,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),63.65,3118.85,No
C2783,Female,0,No,Yes,27,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,26.68,720.36,No
C2784,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,101.73,305.19,No
C2785,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.32,2612.4,No
C2786,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),45.83,2703.97,Yes
C2787,Male,1,No,No,65,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,103.76,6744.4,No
C2788,Male,0,No,No,71,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),44.25,3141.75,No
C2789,Female,1,No,No,1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),104.15,104.15,No
C2790,Female,1,Yes,Yes,55,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,98.17,5399.35,No
C2791,Female,0,No,Yes,56,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,103.4,5790.4,Yes
C2792,Male,0,No,Yes,56,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,86.78,4859.68,No
C2793,Male,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.92,1024.48,No
C2794,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,84.62,2369.36,No
C2795,Male,0,Yes,Yes,66,Yes,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.57,6769.62,No
C2796,Female,0,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),94.44,377.76,No
C2797,Male,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.93,4872.78,No
C2798,Male,0,No,No,57,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,118.32,6744.24,Yes
C2799,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),88.39,5038.23,No
C2800,Male,0,Yes,No,42,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.67,4732.14,Yes
C2801,Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Mailed check,45.72,2514.6,No
C2802,Male,1,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,No,Mailed check,117.3,7624.5,No
C2803,Male,0,No,No,55,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.85,6096.75,No
C2804,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),22.21,177.68,No
C2805,Male,0,No,No,17,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),78.23,1329.91,Yes
C2806,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No,Yes,No,No,No,Month-to-month,No,Mailed check,69.3,1455.3,No
C2807,Male,0,No,No,24,Yes,No,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),101.19,2428.56,No
C2808,Male,0,No,Yes,25,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,30.89,772.25,Yes
C2809,Female,1,No,No,15,Yes,No phone service,No,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,71.82,1077.3,No
C2810,Male,1,Yes,Yes,49,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),69.13,3387.37,No
C2811,Female,1,Yes,No,7,No,No,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.34,408.38,No
C2812,Female,0,No,No,56,Yes,No,No,Yes,No,No,Yes,No,No,Two year,No,Mailed check,119.2,6675.2,No
C2813,Male,0,No,Yes,47,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),73.03,3432.41,No
C2814,Female,0,No,Yes,69,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),60.15,4150.35,Yes
C2815,Male,1,Yes,Yes,0,Yes,Yes,No,No internet service,Yes,No,No internet service,No,Yes,One year,Yes,Mailed check,105.35,0.0,No
C2816,Male,0,No,Yes,21,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,32.18,675.78,No
C2817,Male,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),47.33,3029.12,No
C2818,Male,0,Yes,No,35,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),46.45,1625.75,No
C2819,Male,0,No,No,40,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,113.24,4529.6,Yes
C2820,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,107.79,215.58,Yes
C2821,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),79.88,4313.52,No
C2822,Male,0,No,No,18,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),50.6,910.8,No
C2823,Female,0,No,Yes,69,Yes,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.75,4536.75,No
C2824,Female,0,Yes,No,26,Yes,No phone service,No,No internet service,Yes,No,No,No internet service,No,One year,No,Mailed check,76.26,1982.76,Yes
C2825,Female,1,No,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.09,950.17,No
C2826,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.11,1852.62,No
C2827,Female,0,No,Yes,34,Yes,No,No,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),31.31,1064.54,Yes
C2828,Female,1,Yes,Yes,33,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),110.58,3649.14,No
C2829,Female,0,No,Yes,68,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),83.37,5669.16,No
C2830,Male,0,Yes,No,26,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),32.8,852.8,No
C2831,Female,0,No,No,28,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.96,3330.88,No
C2832,Female,1,No,No,44,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),59.95,2637.8,No
C2833,Male,0,No,Yes,12,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.76,1113.12,No
C2834,Male,0,No,No,59,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,36.02,2125.18,No
C2835,Male,0,No,No,16,Yes,No,No,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,113.14,1810.24,No
C2836,Female,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,26.08,443.36,Yes
C2837,Male,0,No,No,0,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Mailed check,115.49,0.0,No
C2838,Male,0,No,No,24,No,Yes,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),92.17,2212.08,No
C2839,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,41.18,1688.38,Yes
C2840,Male,1,Yes,Yes,50,Yes,No phone service,No,Yes,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),36.45,1822.5,No
C2841,Male,0,No,Yes,64,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,103.38,6616.32,Yes
C2842,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,22.07,1235.92,No
C2843,Female,1,No,No,23,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,29.66,682.18,No
C2844,Female,0,Yes,No,59,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),86.63,5111.17,No
C2845,Female,1,Yes,No,14,Yes,No phone service,No,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,25.89,362.46,No
C2846,Male,1,No,Yes,15,Yes,No phone service,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),73.21,1098.15,No
C2847,Female,1,No,Yes,25,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,76.55,1913.75,Yes
C2848,Female,0,Yes,Yes,38,Yes,No phone service,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),19.82,753.16,No
C2849,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,56.47,790.58,No
C2850,Male,0,No,No,64,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.91,1338.24,No
C2851,Male,0,Yes,No,19,Yes,No,No,No,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),116.62,2215.78,No
C2852,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),39.96,1118.88,No
C2853,Male,0,No,No,43,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,88.35,3799.05,No
C2854,Male,1,No,Yes,30,Yes,No phone service,No,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.72,2601.6,Yes
C2855,Female,0,No,No,29,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.77,2806.33,Yes
C2856,Male,0,No,Yes,70,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,52.2,3654.0,No
C2857,Female,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),36.81,1141.11,Yes
C2858,Female,0,No,No,8,Yes,Yes,No,No,Yes,No,No,No,Yes,Two year,No,Mailed check,72.11,576.88,No
C2859,Female,0,Yes,No,52,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),88.82,4618.64,No
C2860,Female,0,Yes,No,50,Yes,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.04,4752.0,No
C2861,Male,1,Yes,Yes,15,No,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),22.99,344.85,No
C2862,Female,0,No,No,61,No,No phone service,No,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,94.77,5780.97,No
C2863,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),29.47,825.16,No
C2864,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,71.51,715.1,Yes
C2865,Male,0,No,Yes,12,Yes,No phone service,No,Yes,No internet service,Yes,No,No,No,One year,Yes,Bank transfer (automatic),74.65,895.8,No
C2866,Male,0,Yes,Yes,51,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,30.96,1578.96,Yes
C2867,Female,0,No,No,15,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),116.33,1744.95,No
C2868,Male,0,Yes,Yes,33,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.08,2741.64,Yes
C2869,Female,0,Yes,No,52,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Electronic check,40.84,2123.68,No
C2870,Male,0,Yes,Yes,61,Yes,Yes,No,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,23.19,1414.59,Yes
C2871,Male,0,Yes,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),97.05,3396.75,No
C2872,Female,0,No,Yes,65,Yes,No,No,No,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),103.81,6747.65,Yes
C2873,Female,1,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),27.24,572.04,No
C2874,Male,0,Yes,Yes,62,Yes,Yes,No,No,No,No,No,No internet service,No,One year,No,Mailed check,44.26,2744.12,No
C2875,Male,1,No,No,18,Yes,No,No,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),83.52,1503.36,No
C2876,Male,0,Yes,Yes,4,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.74,242.96,No
C2877,Female,0,No,No,52,Yes,No phone service,No,No,Yes,No,No,No,No,One year,No,Electronic check,52.94,2752.88,No
C2878,Female,0,No,Yes,54,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),61.29,3309.66,Yes
C2879,Male,0,No,No,66,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),69.54,4589.64,No
C2880,Male,1,No,No,66,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,36.84,2431.44,No
C2881,Male,0,Yes,No,7,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,57.58,403.06,No
C2882,Male,1,No,Yes,44,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),25.12,1105.28,Yes
C2883,Female,1,No,Yes,50,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),18.62,931.0,No
C2884,Female,0,No,Yes,43,No,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),117.47,5051.21,No
C2885,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),23.59,23.59,No
C2886,Female,0,Yes,No,3,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.43,67.29,No
C2887,Male,0,Yes,No,48,No,No phone service,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),108.78,5221.44,Yes
C2888,Male,0,No,Yes,61,Yes,No phone service,No,Yes,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),117.56,7171.16,No
C2889,Male,0,No,No,12,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,104.14,1249.68,No
C2890,Male,1,Yes,Yes,3,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),32.23,96.69,No
C2891,Male,0,Yes,No,29,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,83.23,2413.67,Yes
C2892,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),89.09,1959.98,No
C2893,Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),96.71,6769.7,No
C2894,Male,0,Yes,Yes,66,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,29.51,1947.66,No
C2895,Female,1,No,Yes,40,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),57.86,2314.4,No
C2896,Female,0,No,Yes,68,Yes,No phone service,No,No,No internet service,No,No,Yes,Yes,One year,No,Electronic check,46.16,3138.88,Yes
C2897,Female,1,No,Yes,16,Yes,No,No,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.76,1356.16,No
C2898,Female,1,Yes,No,71,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.05,3766.55,No
C2899,Male,1,No,No,32,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),69.9,2236.8,No
C2900,Female,0,No,Yes,34,No,No phone service,Fiber optic,No,No,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,81.9,2784.6,No
C2901,Female,1,No,Yes,3,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),106.31,318.93,No
C2902,Female,0,Yes,No,12,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.93,1343.16,No
C2903,Male,0,Yes,No,13,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,88.73,1153.49,No
C2904,Male,0,Yes,Yes,35,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,33.95,1188.25,No
C2905,Male,0,No,No,13,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Electronic check,108.67,1412.71,No
C2906,Male,0,Yes,No,7,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,38.86,272.02,No
C2907,Male,0,No,No,43,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),23.43,1007.49,No
C2908,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),62.6,3881.2,No
C2909,Female,1,No,Yes,5,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.83,439.15,No
